"paper","id","title","url","citedByUuid","citedByUrl","found"
"04_家庭与亲属秩序.md","7c19a976-087f-5167-9d0e-23c1b80f67ad","关于应对子女抑郁的一种系统方法","https://www.zhihu.com/question/650979214/answer/3512066754","True","True","True"
"04_家庭与亲属秩序.md","7cdfab67-7ce3-5c7f-b628-0f120d0cf51b","社会化抚养","https://www.zhihu.com/question/265857247/answer/1375936847","True","True","True"
"04_家庭与亲属秩序.md","8859afe4-31fa-5b72-a79a-675c16950c82","服从","https://www.zhihu.com/question/463206973/answer/1924612230","True","True","True"
"04_家庭与亲属秩序.md","88e5e5c3-52de-5637-a706-977a25c4d828","家务教育","https://www.ifdian.net/p/d7388ddc3b6111f18e3952540025c377","True","True","True"
"04_家庭与亲属秩序.md","8db8f172-3520-5077-a078-2c9578ebaf39","一寸欢喜","https://www.zhihu.com/question/2039110884006604997/answer/2041179100837058049","True","True","True"
"04_家庭与亲属秩序.md","8ddbef7b-4c40-5766-ada3-52335be104eb","取死之道","https://afdian.com/p/c1fa3352626011ef9ccf52540025c377","True","True","True"
"04_家庭与亲属秩序.md","927ba21c-4a62-5601-8434-bf3d8290b3f2","全职主妇","https://www.zhihu.com/question/435985082/answer/1648363869","True","True","True"
"04_家庭与亲属秩序.md","9955b8f1-0228-51e7-bcd8-206f811b654e","绝户计","https://www.zhihu.com/question/302878284/answer/2927652907","True","True","True"
"04_家庭与亲属秩序.md","9af3f757-ffb6-5c9e-b461-afdf9ccea949","奠仪几何","https://www.ifdian.net/p/85097b3e7bd011f1978652540025c377","True","True","True"
"04_家庭与亲属秩序.md","9b0b722e-18ec-5a5e-97b2-bfe7baf20405","三代乃成","https://www.zhihu.com/question/622913795/answer/3222818110","True","True","True"
"04_家庭与亲属秩序.md","a03985bb-d05e-5b31-86e8-90f9baee69ef","利益共同体","https://www.zhihu.com/question/590364412/answer/2945747516","True","True","True"
"04_家庭与亲属秩序.md","a0f663cc-cdbe-57bb-9037-1fc75cdc8b80","被拖累的姐姐","https://www.zhihu.com/question/419755073/answer/1461820991","True","True","True"
"04_家庭与亲属秩序.md","af7e49a2-94ef-537d-aaae-eca73f8b42f4","财富观 II","https://www.zhihu.com/question/411023962/answer/2814161842","True","True","True"
"04_家庭与亲属秩序.md","bed38c2e-a10f-5ae2-99a3-26cdbd0f4795","王不见王","https://www.zhihu.com/question/659908900/answer/3546501302","True","True","True"
"04_家庭与亲属秩序.md","bf193bd7-4f2a-5cd2-8208-da6729d44ba2","生于斯","https://www.zhihu.com/question/503463009/answer/1984754214891701635","True","True","True"
"04_家庭与亲属秩序.md","bf9f7d37-942e-5efd-b212-3bbd9bfec221","暴力债","https://www.zhihu.com/question/407247948/answer/44460736197","True","True","True"
"04_家庭与亲属秩序.md","cca77b6e-cc3b-5942-9b0e-74347420a0f1","老狗","https://www.zhihu.com/question/525541744/answer/1909570369205020316","True","True","True"
"04_家庭与亲属秩序.md","d047bd11-7388-5d76-806c-f96d44f68013","尽亲尽孝","https://afdian.com/p/312fbc6e752711efafc25254001e7c00","True","True","True"
"04_家庭与亲属秩序.md","d07965f5-b60f-5a09-b91d-c9894cdd7de9","小摊牌","https://afdian.com/p/9572e398ed3e11eebfac5254001e7c00","True","True","True"
"04_家庭与亲属秩序.md","d08b3c8b-a3a8-567d-874e-b774e0a7be53","长兄如父","https://www.zhihu.com/question/660341866/answer/3556211360","True","True","True"
"04_家庭与亲属秩序.md","d2e39201-c1e8-5e0c-9256-6133819f4fa0","欠债不欠恩","https://www.zhihu.com/question/637670125/answer/3358749773","True","True","True"
"04_家庭与亲属秩序.md","e476717b-2cf7-5a91-adb2-924fbec64dea","援亲","https://www.ifdian.net/p/e199590264f411f1b3605254001e7c00","True","True","True"
"04_家庭与亲属秩序.md","eb5c8088-f151-5249-a718-4ef7279880d1","救命书","https://www.zhihu.com/question/2032102933781856883/answer/2035367468101845829","True","True","True"
"04_家庭与亲属秩序.md","fba22283-af77-547d-afe1-b4350b10db89","零起点","https://www.zhihu.com/question/527764298/answer/2449644130","True","True","True"
"04_家庭与亲属秩序.md","fba61b87-e09e-5454-a83a-2bc6af90356a","南北宗族","https://www.zhihu.com/question/330542822/answer/93226941630","True","True","True"
"05_亲密关系与婚恋.md","01faf33a-9ab0-5503-9426-13eb2cfa8922","克制真爱","https://www.zhihu.com/question/623291314/answer/3424795271","True","True","True"
